file,pitch_histogram,most_common_pitch,avg_duration,key,num_chords,composer
k_collection/scarlatti/scarlatti-d_esserciso_491_(c)icking-archive.mid,[  0   0   2  16  30  72 134 107   7   0   0   0],74,0.4954710144927539,D,507,scarlatti
k_collection/scarlatti/scarlatti_sonata_k-540_(c)sankey.mid,[  0   0   0  36  35 153 214 187   3   0   0   0],72,0.5818736730360935,F,157,scarlatti
k_collection/scarlatti/scarlatti_sonata_k-035_(c)sankey.mid,[  0   0   0   5 115 206 308 110   0   0   0   0],74,0.44153225806451596,G,25,scarlatti
k_collection/scarlatti/scarlatti_sonata_k-182_(c)sankey.mid,[  0   0   0  15  60 112 182 134   7   0   0   0],69,0.4821895424836607,A,160,scarlatti
k_collection/scarlatti/scarlatti_sonata_k-391_(c)sankey.mid,[  0   0   0  16  32  33 135 116  10   0   0   0],74,0.5231481481481486,G,104,scarlatti
k_collection/scarlatti/scarlatti_sonata_k-039_(c)sankey.mid,[  0   0   0  10 105 236 281  99   0   0   0   0],64,0.40139078887368973,A,166,scarlatti
k_collection/scarlatti/scarlatti_sonata_k-146_(c)sankey.mid,[ 0  0  0  6 14 42 44  3  0  0  0  0],62,0.8501529051987765,G,328,scarlatti
k_collection/scarlatti/scarlatti_sonata_k-508_(c)sankey.mid,[  0   0   4  18  41 127 191 172   4   0   0   0],75,0.6134051466187909,C,330,scarlatti
k_collection/scarlatti/scarlatti_sonata_k-163_(c)sankey.mid,[ 0  0  0  3 16 38 32 56  2  0  0  0],76,0.614512471655329,E,160,scarlatti
k_collection/scarlatti/scarlatti_sonata_k-516_(c)sankey.mid,[  0   0   0   9  58  90 186  65   0   0   0   0],69,0.6950571895424831,D,500,scarlatti
k_collection/scarlatti/scarlatti_sonata_k-083_(c)sankey.mid,[ 0  0  0 17 35 32 99 47  0  0  0  0],64,0.6873188405797099,A,273,scarlatti
k_collection/scarlatti/scarlatti_sonata_k-236_(c)sankey.mid,[ 0  0  0  3 64 72 96 90  8  0  0  0],74,0.694944944944945,D,436,scarlatti
k_collection/scarlatti/scarlatti_sonata_k-075_(c)sankey.mid,[  0   0   0   0  36  21 113  49   0   0   0   0],74,0.46270928462709254,G,121,scarlatti
k_collection/scarlatti/scarlatti_sonata_k-049_(c)sankey.mid,[  0   0   1   2  55  79 209  99   0   0   0   0],67,0.6202247191011243,C,588,scarlatti
